0.007	 0.10000E+01	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.58281E+00	 0.58281E+00	-0.68643E-05	-0.68643E-05	 0.34388E-05	 0.34388E-05	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.52845E-12	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E+00	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.67546E-01	 0.67546E-01	-0.11342E-02	-0.11342E-02	 0.64287E-03	 0.64287E-03	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.17032E-13	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E+02	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.58182E+01	 0.58182E+01	-0.49254E-07	-0.49254E-07	 0.45687E-08	 0.45687E-08	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.74439E-10	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E-01	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.34338E-01	 0.34338E-01	-0.36228E-01	-0.36228E-01	 0.97988E-01	 0.97987E-01	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.36187E-12	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E+03	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.58181E+02	 0.58181E+02	-0.48968E-09	-0.48968E-09	 0.45871E-11	 0.45857E-11	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.44831E-08	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E-02	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.31453E-01	 0.31453E-01	-0.37418E+00	-0.37418E+00	 0.93750E+01	 0.93741E+01	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.28983E-11	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E-03	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.28037E-01	 0.27977E-01	-0.24355E+01	-0.24351E+01	 0.44084E+03	 0.43910E+03	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.18349E-09	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E-04	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.35949E-01	 0.24542E-01	-0.59970E+01	-0.52758E+01	 0.84284E+04	 0.71086E+04	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.20328E-07	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E-05	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.28304E+00	 0.15027E-01	-0.10266E+02	-0.52440E+01	 0.24396E+06	 0.74506E+05	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.46140E-06	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E+01	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.17458E+01	 0.17458E+01	-0.57804E-06	-0.57804E-06	 0.16314E-06	 0.16314E-06	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.41591E-11	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E+00	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.17782E+00	 0.17782E+00	-0.11402E-03	-0.11402E-03	 0.56204E-04	 0.56204E-04	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.44380E-13	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E+02	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.17454E+02	 0.17454E+02	-0.54442E-08	-0.54442E-08	 0.16978E-09	 0.16978E-09	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.55006E-09	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E-01	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.39734E-01	 0.39734E-01	-0.94031E-02	-0.94031E-02	 0.97203E-02	 0.97203E-02	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.33424E-13	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E+03	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.17454E+03	 0.17454E+03	-0.54402E-10	-0.54407E-10	 0.17032E-12	 0.16985E-12	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.40265E-07	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E-02	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.32243E-01	 0.32243E-01	-0.12771E+00	-0.12771E+00	 0.11050E+01	 0.11050E+01	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.24737E-12	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E-03	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.30435E-01	 0.30434E-01	-0.10902E+01	-0.10902E+01	 0.81433E+02	 0.81396E+02	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.25853E-10	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E-04	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.25032E-01	 0.23348E-01	-0.43580E+01	-0.42998E+01	 0.21387E+04	 0.20674E+04	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.21529E-08	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.30000E-05	 0.00000E+00	 0.00000E+00	 0.18326E+00	 0.97129E-01	 0.28382E-01	-0.74290E+01	-0.53431E+01	 0.45118E+05	 0.24704E+05	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.14328E-06	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E+01	 0.10000E+00	-0.13966E+01	 0.18326E+00	 0.19554E-03	 0.19554E-03	-0.62680E-05	-0.62680E-05	 0.19871E-04	 0.19871E-04	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.52259E-11	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E+00	 0.10000E+00	-0.13966E+01	 0.18326E+00	 0.12071E-03	 0.12071E-03	 0.54744E-04	 0.54744E-04	 0.67126E-03	 0.67125E-03	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.39926E-10	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
0.007	 0.10000E+02	 0.10000E+00	-0.13966E+01	 0.18326E+00	 0.47812E-04	 0.47812E-04	-0.17590E-06	-0.17590E-06	 0.54090E-07	 0.54090E-07	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.26631E-10	 0.24600E-01	-0.71600E-01	 0.00000E+00	-0.56251E+01	 0.44738E-01
