 0.10000E+01	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.13694E+01	 0.13694E+01	 0.20276E-03	 0.20276E-03	 0.10161E-03	 0.10161E-03	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.32007E-12	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E+00	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.18182E+00	 0.18182E+00	 0.17975E-01	 0.17975E-01	 0.22479E-01	 0.22479E-01	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.47143E-13	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E+02	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.13643E+02	 0.13643E+02	 0.20152E-05	 0.20152E-05	 0.13483E-06	 0.13483E-06	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.43147E-10	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E-01	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.11324E+00	 0.11324E+00	 0.37980E+00	 0.37980E+00	 0.29101E+01	 0.29101E+01	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.44086E-12	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E+03	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.13642E+03	 0.13642E+03	 0.20148E-07	 0.20148E-07	 0.13544E-09	 0.13544E-09	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.21254E-08	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E-02	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.85704E-01	 0.85703E-01	 0.22613E+01	 0.22613E+01	 0.12925E+03	 0.12925E+03	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.22358E-10	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E-03	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.10601E+00	 0.10228E+00	 0.34676E+01	 0.34775E+01	 0.18781E+04	 0.18628E+04	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.28586E-08	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E-04	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.75308E+00	 0.46938E+00	 0.34926E+01	 0.36825E+01	 0.21331E+05	 0.20242E+05	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.22200E-06	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.10000E-05	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.74382E+01	 0.15203E+01	 0.29159E+01	 0.80251E+00	 0.23711E+06	 0.20359E+06	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.25720E-04	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
 0.30000E+01	 0.00000E+00	 0.00000E+00	 0.26735E+00	 0.40944E+01	 0.40944E+01	 0.22427E-04	 0.22427E-04	 0.47845E-05	 0.47845E-05	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.12386E-11	 0.60400E-01	 0.14920E+00	 0.70000E-03	 0.23149E+01	 0.14763E+00
