 0.10000E+01	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.25226E+00	 0.25226E+00	 0.47980E-02	 0.47980E-02	 0.12057E-01	 0.12057E-01	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.12254E-13	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.10000E+00	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.52404E-01	 0.52404E-01	 0.85084E-01	 0.85084E-01	 0.19245E+01	 0.19245E+01	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.21758E-13	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.10000E+02	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.24356E+01	 0.24356E+01	 0.51446E-04	 0.51446E-04	 0.13207E-04	 0.13207E-04	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.18478E-11	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.10000E-01	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.62474E-01	 0.62474E-01	-0.13922E+00	-0.13922E+00	 0.37449E+02	 0.37449E+02	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.14886E-11	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.10000E+03	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.24347E+02	 0.24347E+02	 0.51485E-06	 0.51485E-06	 0.13220E-07	 0.13220E-07	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.25388E-09	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.10000E-02	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.23477E+00	 0.22718E+00	-0.91227E+00	-0.91350E+00	 0.45735E+03	 0.45366E+03	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.25757E-09	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.10000E-03	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.20864E+01	 0.16532E+01	-0.95676E+00	-0.99618E+00	 0.49423E+04	 0.47325E+04	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.11408E-07	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.10000E-04	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.20819E+02	 0.11422E+02	-0.10553E+01	-0.47588E+00	 0.51827E+05	 0.47611E+05	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.20408E-05	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.30000E+01	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.73349E+00	 0.73349E+00	 0.56732E-03	 0.56732E-03	 0.48427E-03	 0.48427E-03	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.13812E-12	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
 0.30000E+00	 0.00000E+00	 0.00000E+00	 0.22439E+00	 0.93663E-01	 0.93663E-01	 0.33442E-01	 0.33442E-01	 0.25628E+00	 0.25628E+00	 0.45723E+01	 0.10005E+04	 0.21891E+06	 0.11158E-13	 0.12330E+01	-0.13479E+01	 0.00000E+00	-0.11250E+02	 0.19360E+01
