 ##################################################
 #WARNING: these are left-handed Boozer coordinates
 #(similar, but not equal, to PEST)
 ##################################################
  0.641000000000000     
          65
          65
          10
  3.40933E+00  3.22373E+00  3.05457E+00  2.90519E+00  2.77863E+00  2.67748E+00  2.60382E+00  2.55897E+00  2.54327E+00  2.55594E+00  2.59501E+00  2.65733E+00  2.73872E+00  2.83423E+00  2.93851E+00  3.04617E+00  3.15219E+00  3.25222E+00  3.34286E+00  3.42177E+00  3.48770E+00  3.54038E+00  3.58033E+00  3.60865E+00  3.62674E+00  3.63608E+00  3.63805E+00  3.63384E+00  3.62446E+00  3.61076E+00  3.59357E+00  3.57394E+00  3.55321E+00  3.53323E+00  3.51641E+00  3.50572E+00  3.50460E+00  3.51670E+00  3.54566E+00  3.59464E+00  3.66601E+00  3.76093E+00  3.87905E+00  4.01828E+00  4.17475E+00  4.34289E+00  4.51570E+00  4.68520E+00  4.84294E+00  4.98062E+00  5.09070E+00  5.16696E+00  5.20498E+00  5.20233E+00  5.15875E+00  5.07601E+00  4.95766E+00  4.80861E+00  4.63471E+00  4.44223E+00  4.23751E+00  4.02657E+00  3.81499E+00  3.60776E+00  3.40933E+00
  3.18225E+00  3.02688E+00  2.89554E+00  2.79011E+00  2.71210E+00  2.66260E+00  2.64215E+00  2.65055E+00  2.68672E+00  2.74856E+00  2.83291E+00  2.93566E+00  3.05193E+00  3.17635E+00  3.30341E+00  3.42782E+00  3.54489E+00  3.65078E+00  3.74273E+00  3.81909E+00  3.87931E+00  3.92383E+00  3.95383E+00  3.97102E+00  3.97736E+00  3.97487E+00  3.96548E+00  3.95093E+00  3.93279E+00  3.91250E+00  3.89151E+00  3.87148E+00  3.85427E+00  3.84218E+00  3.83789E+00  3.84438E+00  3.86484E+00  3.90234E+00  3.95953E+00  4.03825E+00  4.13921E+00  4.26164E+00  4.40308E+00  4.55928E+00  4.72433E+00  4.89087E+00  5.05057E+00  5.19465E+00  5.31454E+00  5.40258E+00  5.45255E+00  5.46028E+00  5.42389E+00  5.34390E+00  5.22319E+00  5.06659E+00  4.88050E+00  4.67225E+00  4.44957E+00  4.22001E+00  3.99056E+00  3.76735E+00  3.55556E+00  3.35939E+00  3.18225E+00
  2.92860E+00  2.82374E+00  2.74790E+00  2.70127E+00  2.68375E+00  2.69487E+00  2.73369E+00  2.79862E+00  2.88729E+00  2.99646E+00  3.12206E+00  3.25933E+00  3.40299E+00  3.54759E+00  3.68782E+00  3.81889E+00  3.93678E+00  4.03851E+00  4.12221E+00  4.18721E+00  4.23386E+00  4.26345E+00  4.27790E+00  4.27956E+00  4.27098E+00  4.25470E+00  4.23310E+00  4.20840E+00  4.18266E+00  4.15782E+00  4.13584E+00  4.11880E+00  4.10899E+00  4.10893E+00  4.12132E+00  4.14890E+00  4.19423E+00  4.25937E+00  4.34557E+00  4.45291E+00  4.57998E+00  4.72370E+00  4.87926E+00  5.04017E+00  5.19857E+00  5.34569E+00  5.47243E+00  5.57006E+00  5.63091E+00  5.64907E+00  5.62090E+00  5.54537E+00  5.42415E+00  5.26149E+00  5.06380E+00  4.83912E+00  4.59639E+00  4.34482E+00  4.09317E+00  3.84928E+00  3.61972E+00  3.40965E+00  3.22287E+00  3.06197E+00  2.92860E+00
  2.70676E+00  2.66949E+00  2.66262E+00  2.68463E+00  2.73389E+00  2.80853E+00  2.90637E+00  3.02470E+00  3.16019E+00  3.30885E+00  3.46609E+00  3.62686E+00  3.78592E+00  3.93815E+00  4.07884E+00  4.20403E+00  4.31073E+00  4.39705E+00  4.46233E+00  4.50700E+00  4.53247E+00  4.54096E+00  4.53517E+00  4.51813E+00  4.49290E+00  4.46245E+00  4.42955E+00  4.39676E+00  4.36643E+00  4.34083E+00  4.32217E+00  4.31275E+00  4.31497E+00  4.33123E+00  4.36392E+00  4.41512E+00  4.48637E+00  4.57832E+00  4.69043E+00  4.82064E+00  4.96522E+00  5.11866E+00  5.27384E+00  5.42231E+00  5.55476E+00  5.66172E+00  5.73429E+00  5.76488E+00  5.74795E+00  5.68058E+00  5.56277E+00  5.39761E+00  5.19095E+00  4.95104E+00  4.68778E+00  4.41189E+00  4.13416E+00  3.86457E+00  3.61176E+00  3.38261E+00  3.18210E+00  3.01332E+00  2.87781E+00  2.77582E+00  2.70676E+00
  2.57444E+00  2.61518E+00  2.68352E+00  2.77644E+00  2.89105E+00  3.02446E+00  3.17364E+00  3.33520E+00  3.50533E+00  3.67975E+00  3.85382E+00  4.02271E+00  4.18166E+00  4.32628E+00  4.45283E+00  4.55849E+00  4.64155E+00  4.70145E+00  4.73883E+00  4.75534E+00  4.75350E+00  4.73646E+00  4.70769E+00  4.67080E+00  4.62929E+00  4.58644E+00  4.54524E+00  4.50837E+00  4.47825E+00  4.45717E+00  4.44729E+00  4.45076E+00  4.46963E+00  4.50582E+00  4.56092E+00  4.63592E+00  4.73092E+00  4.84483E+00  4.97503E+00  5.11723E+00  5.26538E+00  5.41181E+00  5.54756E+00  5.66291E+00  5.74806E+00  5.79394E+00  5.79308E+00  5.74033E+00  5.63349E+00  5.47368E+00  5.26538E+00  5.01618E+00  4.73619E+00  4.43728E+00  4.13205E+00  3.83290E+00  3.55110E+00  3.29607E+00  3.07494E+00  2.89235E+00  2.75056E+00  2.64977E+00  2.58856E+00  2.56448E+00  2.57444E+00
  2.57825E+00  2.69821E+00  2.83880E+00  2.99595E+00  3.16601E+00  3.34555E+00  3.53121E+00  3.71946E+00  3.90652E+00  4.08838E+00  4.26084E+00  4.41975E+00  4.56127E+00  4.68211E+00  4.77981E+00  4.85291E+00  4.90113E+00  4.92534E+00  4.92750E+00  4.91046E+00  4.87780E+00  4.83349E+00  4.78168E+00  4.72643E+00  4.67151E+00  4.62033E+00  4.57586E+00  4.54065E+00  4.51689E+00  4.50651E+00  4.51122E+00  4.53253E+00  4.57171E+00  4.62967E+00  4.70673E+00  4.80236E+00  4.91489E+00  5.04125E+00  5.17673E+00  5.31497E+00  5.44805E+00  5.56680E+00  5.66138E+00  5.72194E+00  5.73949E+00  5.70681E+00  5.61921E+00  5.47521E+00  5.27694E+00  5.03018E+00  4.74404E+00  4.43037E+00  4.10279E+00  3.77563E+00  3.46281E+00  3.17679E+00  2.92772E+00  2.72294E+00  2.56670E+00  2.46036E+00  2.40269E+00  2.39047E+00  2.41916E+00  2.48354E+00  2.57825E+00
  2.74414E+00  2.93402E+00  3.13412E+00  3.33990E+00  3.54752E+00  3.75362E+00  3.95504E+00  4.14863E+00  4.33122E+00  4.49952E+00  4.65027E+00  4.78043E+00  4.88741E+00  4.96933E+00  5.02518E+00  5.05500E+00  5.05998E+00  5.04235E+00  5.00532E+00  4.95281E+00  4.88928E+00  4.81936E+00  4.74765E+00  4.67845E+00  4.61560E+00  4.56235E+00  4.52139E+00  4.49482E+00  4.48424E+00  4.49080E+00  4.51529E+00  4.55810E+00  4.61922E+00  4.69803E+00  4.79317E+00  4.90225E+00  5.02167E+00  5.14641E+00  5.26997E+00  5.38448E+00  5.48100E+00  5.55003E+00  5.58216E+00  5.56896E+00  5.50381E+00  5.38276E+00  5.20518E+00  4.97415E+00  4.69655E+00  4.38272E+00  4.04579E+00  3.70073E+00  3.36313E+00  3.04802E+00  2.76871E+00  2.53586E+00  2.35685E+00  2.23554E+00  2.17234E+00  2.16464E+00  2.20747E+00  2.29424E+00  2.41755E+00  2.56988E+00  2.74414E+00
  3.07188E+00  3.31250E+00  3.55069E+00  3.78212E+00  4.00339E+00  4.21170E+00  4.40465E+00  4.57997E+00  4.73547E+00  4.86906E+00  4.97878E+00  5.06302E+00  5.12070E+00  5.15148E+00  5.15591E+00  5.13553E+00  5.09288E+00  5.03142E+00  4.95541E+00  4.86960E+00  4.77904E+00  4.68877E+00  4.60353E+00  4.52759E+00  4.46454E+00  4.41720E+00  4.38762E+00  4.37709E+00  4.38620E+00  4.41491E+00  4.46262E+00  4.52815E+00  4.60971E+00  4.70481E+00  4.81009E+00  4.92124E+00  5.03279E+00  5.13816E+00  5.22975E+00  5.29917E+00  5.33774E+00  5.33712E+00  5.29000E+00  5.19099E+00  5.03737E+00  4.82966E+00  4.57206E+00  4.27247E+00  3.94215E+00  3.59504E+00  3.24682E+00  2.91366E+00  2.61100E+00  2.35236E+00  2.14840E+00  2.00620E+00  1.92897E+00  1.91619E+00  1.96393E+00  2.06564E+00  2.21289E+00  2.39632E+00  2.60644E+00  2.83428E+00  3.07188E+00
  3.53329E+00  3.79769E+00  4.04635E+00  4.27578E+00  4.48355E+00  4.66790E+00  4.82755E+00  4.96149E+00  5.06887E+00  5.14903E+00  5.20158E+00  5.22652E+00  5.22439E+00  5.19644E+00  5.14471E+00  5.07213E+00  4.98240E+00  4.87997E+00  4.76983E+00  4.65723E+00  4.54748E+00  4.44563E+00  4.35623E+00  4.28314E+00  4.22933E+00  4.19681E+00  4.18665E+00  4.19891E+00  4.23280E+00  4.28668E+00  4.35816E+00  4.44410E+00  4.54070E+00  4.64337E+00  4.74678E+00  4.84486E+00  4.93080E+00  4.99725E+00  5.03655E+00  5.04118E+00  5.00430E+00  4.92037E+00  4.78585E+00  4.59986E+00  4.36464E+00  4.08584E+00  3.77252E+00  3.43673E+00  3.09289E+00  2.75677E+00  2.44435E+00  2.17067E+00  1.94861E+00  1.78802E+00  1.69507E+00  1.67191E+00  1.71683E+00  1.82461E+00  1.98725E+00  2.19482E+00  2.43639E+00  2.70088E+00  2.97783E+00  3.25792E+00  3.53329E+00
  4.07557E+00  4.33238E+00  4.56110E+00  4.75959E+00  4.92676E+00  5.06221E+00  5.16603E+00  5.23868E+00  5.28085E+00  5.29346E+00  5.27775E+00  5.23537E+00  5.16846E+00  5.07979E+00  4.97275E+00  4.85139E+00  4.72037E+00  4.58475E+00  4.44988E+00  4.32112E+00  4.20360E+00  4.10196E+00  4.02009E+00  3.96102E+00  3.92668E+00  3.91785E+00  3.93420E+00  3.97423E+00  4.03538E+00  4.11412E+00  4.20602E+00  4.30587E+00  4.40777E+00  4.50524E+00  4.59134E+00  4.65887E+00  4.70059E+00  4.70954E+00  4.67943E+00  4.60516E+00  4.48333E+00  4.31278E+00  4.09499E+00  3.83449E+00  3.53885E+00  3.21861E+00  2.88672E+00  2.55792E+00  2.24771E+00  1.97129E+00  1.74247E+00  1.57267E+00  1.47007E+00  1.43909E+00  1.48020E+00  1.59007E+00  1.76197E+00  1.98653E+00  2.25255E+00  2.54794E+00  2.86055E+00  3.17895E+00  3.49297E+00  3.79410E+00  4.07557E+00
